,DOWN ,1510859167293
t,DOWN ,1510859167513
t,UP ,1510859167626
,UP ,1510859167631
h,DOWN ,1510859167728
h,UP ,1510859167813
e,DOWN ,1510859167858
 ,DOWN ,1510859167942
e,UP ,1510859168029
 ,UP ,1510859168104
,DOWN ,1510859168206
q,DOWN ,1510859168353
q,UP ,1510859168484
,UP ,1510859168489
u,DOWN ,1510859168549
i,DOWN ,1510859168641
u,UP ,1510859168723
i,UP ,1510859168763
c,DOWN ,1510859168793
c,UP ,1510859168913
k,DOWN ,1510859168915
k,UP ,1510859169026
 ,DOWN ,1510859169028
,DOWN ,1510859169200
 ,UP ,1510859169206
b,DOWN ,1510859169316
b,UP ,1510859169429
,UP ,1510859169462
r,DOWN ,1510859169577
o,DOWN ,1510859169691
r,UP ,1510859169704
w,DOWN ,1510859169792
o,UP ,1510859169817
w,UP ,1510859169911
n,DOWN ,1510859169938
n,UP ,1510859170043
 ,DOWN ,1510859170046
,DOWN ,1510859170216
 ,UP ,1510859170220
f,DOWN ,1510859170318
f,UP ,1510859170439
,UP ,1510859170444
o,DOWN ,1510859170474
o,UP ,1510859170595
x,DOWN ,1510859171019
 ,DOWN ,1510859171137
x,UP ,1510859171202
,DOWN ,1510859171327
 ,UP ,1510859171348
j,DOWN ,1510859171525
j,UP ,1510859171575
,UP ,1510859171609
u,DOWN ,1510859171688
u,UP ,1510859171759
m,DOWN ,1510859171896
p,DOWN ,1510859172018
m,UP ,1510859172042
e,DOWN ,1510859172157
p,UP ,1510859172161
e,UP ,1510859172236
d,DOWN ,1510859172343
 ,DOWN ,1510859172478
d,UP ,1510859172565
,DOWN ,1510859172565
 ,UP ,1510859172643
o,DOWN ,1510859172683
,UP ,1510859172760
o,UP ,1510859172783
v,DOWN ,1510859172835
e,DOWN ,1510859172968
v,UP ,1510859172974
r,DOWN ,1510859173094
e,UP ,1510859173156
 ,DOWN ,1510859173202
r,UP ,1510859173275
,DOWN ,1510859173394
 ,UP ,1510859173400
t,DOWN ,1510859173516
t,UP ,1510859173615
,UP ,1510859173620
h,DOWN ,1510859173663
h,UP ,1510859173750
e,DOWN ,1510859173773
 ,DOWN ,1510859173920
e,UP ,1510859173992
 ,UP ,1510859174088
,DOWN ,1510859174135
l,DOWN ,1510859174298
,UP ,1510859174349
l,UP ,1510859174382
a,DOWN ,1510859175543
a,UP ,1510859175652
z,DOWN ,1510859175855
z,UP ,1510859175952
y,DOWN ,1510859175980
y,UP ,1510859176074
 ,DOWN ,1510859176106
,DOWN ,1510859176259
 ,UP ,1510859176285
d,DOWN ,1510859176680
,UP ,1510859176763
d,UP ,1510859176796
o,DOWN ,1510859176852
g,DOWN ,1510859176958
o,UP ,1510859176972
g,UP ,1510859177048
