,DOWN ,1510858653230
,UP ,1510858653895
,DOWN ,1510858657413
t,DOWN ,1510858660686
,UP ,1510858660763
t,UP ,1510858660790
h,DOWN ,1510858661013
e,DOWN ,1510858661090
h,UP ,1510858661119
 ,DOWN ,1510858661203
e,UP ,1510858661291
 ,UP ,1510858661407
,DOWN ,1510858661462
q,DOWN ,1510858661612
q,UP ,1510858661698
,UP ,1510858661750
u,DOWN ,1510858661918
i,DOWN ,1510858662009
u,UP ,1510858662096
i,UP ,1510858662149
c,DOWN ,1510858662191
c,UP ,1510858662316
k,DOWN ,1510858662345
k,UP ,1510858662458
 ,DOWN ,1510858662529
 ,UP ,1510858662700
,DOWN ,1510858662776
b,DOWN ,1510858662967
b,UP ,1510858663081
,UP ,1510858663108
r,DOWN ,1510858663228
r,UP ,1510858663354
o,DOWN ,1510858663355
w,DOWN ,1510858663456
o,UP ,1510858663475
w,UP ,1510858663570
n,DOWN ,1510858663626
n,UP ,1510858663760
 ,DOWN ,1510858663762
 ,UP ,1510858663927
,DOWN ,1510858663951
f,DOWN ,1510858664139
,UP ,1510858664248
f,UP ,1510858664267
o,DOWN ,1510858664323
o,UP ,1510858664432
x,DOWN ,1510858664541
x,UP ,1510858664675
 ,DOWN ,1510858664787
 ,UP ,1510858664952
,DOWN ,1510858665013
j,DOWN ,1510858665135
j,UP ,1510858665238
,UP ,1510858665244
u,DOWN ,1510858665329
u,UP ,1510858665415
m,DOWN ,1510858665569
m,UP ,1510858665750
p,DOWN ,1510858665752
p,UP ,1510858665877
e,DOWN ,1510858666008
e,UP ,1510858666094
d,DOWN ,1510858666201
 ,DOWN ,1510858666327
d,UP ,1510858666409
,DOWN ,1510858666513
 ,UP ,1510858666518
o,DOWN ,1510858666677
,UP ,1510858666792
o,UP ,1510858666797
v,DOWN ,1510858667019
v,UP ,1510858667129
e,DOWN ,1510858667221
r,DOWN ,1510858667359
e,UP ,1510858667385
r,UP ,1510858667406
 ,DOWN ,1510858667624
,DOWN ,1510858667793
 ,UP ,1510858667797
t,DOWN ,1510858667941
,UP ,1510858668037
t,UP ,1510858668056
h,DOWN ,1510858668346
h,UP ,1510858668449
e,DOWN ,1510858668513
 ,DOWN ,1510858668645
e,UP ,1510858668701
 ,UP ,1510858668845
,DOWN ,1510858668913
l,DOWN ,1510858669073
,UP ,1510858669191
l,UP ,1510858669195
a,DOWN ,1510858669353
a,UP ,1510858669477
z,DOWN ,1510858669621
z,UP ,1510858669753
y,DOWN ,1510858669755
y,UP ,1510858669879
 ,DOWN ,1510858669881
,DOWN ,1510858670010
 ,UP ,1510858670050
d,DOWN ,1510858670175
,UP ,1510858670271
d,UP ,1510858670305
o,DOWN ,1510858670367
o,UP ,1510858670491
g,DOWN ,1510858670538
g,UP ,1510858670647
