,DOWN ,1510859124784
t,DOWN ,1510859125153
t,UP ,1510859125261
,UP ,1510859125267
h,DOWN ,1510859125529
e,DOWN ,1510859125608
h,UP ,1510859125633
 ,DOWN ,1510859125720
e,UP ,1510859125814
 ,UP ,1510859125909
,DOWN ,1510859126070
q,DOWN ,1510859126557
q,UP ,1510859126672
,UP ,1510859126676
u,DOWN ,1510859126799
i,DOWN ,1510859126910
u,UP ,1510859126973
c,DOWN ,1510859127055
i,UP ,1510859127061
c,UP ,1510859127159
k,DOWN ,1510859127191
k,UP ,1510859127284
 ,DOWN ,1510859127348
,DOWN ,1510859127522
 ,UP ,1510859127526
,UP ,1510859127802
,DOWN ,1510859128209
b,DOWN ,1510859128366
b,UP ,1510859128493
,UP ,1510859128496
r,DOWN ,1510859128695
r,UP ,1510859128809
o,DOWN ,1510859128810
w,DOWN ,1510859128947
o,UP ,1510859128951
w,UP ,1510859129068
n,DOWN ,1510859129080
n,UP ,1510859129172
 ,DOWN ,1510859129212
 ,UP ,1510859129399
,DOWN ,1510859129416
f,DOWN ,1510859129626
,UP ,1510859129729
f,UP ,1510859129747
o,DOWN ,1510859129798
o,UP ,1510859129898
x,DOWN ,1510859129992
 ,DOWN ,1510859130136
x,UP ,1510859130166
,DOWN ,1510859130279
 ,UP ,1510859130346
j,DOWN ,1510859130423
,UP ,1510859130474
j,UP ,1510859130498
u,DOWN ,1510859130605
u,UP ,1510859130683
m,DOWN ,1510859130842
p,DOWN ,1510859130959
m,UP ,1510859130984
p,UP ,1510859131100
e,DOWN ,1510859131144
e,UP ,1510859131221
d,DOWN ,1510859131336
 ,DOWN ,1510859131483
d,UP ,1510859131566
,DOWN ,1510859131680
 ,UP ,1510859131714
o,DOWN ,1510859131860
,UP ,1510859131911
o,UP ,1510859131943
v,DOWN ,1510859132079
v,UP ,1510859132197
e,DOWN ,1510859132287
r,DOWN ,1510859132466
e,UP ,1510859132507
 ,DOWN ,1510859132616
r,UP ,1510859132692
 ,UP ,1510859132856
,DOWN ,1510859132899
t,DOWN ,1510859133035
,UP ,1510859133134
t,UP ,1510859133155
h,DOWN ,1510859133195
h,UP ,1510859133302
e,DOWN ,1510859133368
 ,DOWN ,1510859133469
e,UP ,1510859133592
,DOWN ,1510859133645
 ,UP ,1510859133690
l,DOWN ,1510859133847
l,UP ,1510859133934
,UP ,1510859133953
a,DOWN ,1510859134145
a,UP ,1510859134281
z,DOWN ,1510859134596
z,UP ,1510859134721
y,DOWN ,1510859134816
y,UP ,1510859134937
 ,DOWN ,1510859134990
,DOWN ,1510859135169
 ,UP ,1510859135193
d,DOWN ,1510859135473
,UP ,1510859135555
d,UP ,1510859135593
o,DOWN ,1510859135685
o,UP ,1510859135773
g,DOWN ,1510859135799
g,UP ,1510859135917
